Frame,Class,BEV_X,BEV_Y
300,Driving,142,196
300,Driving,491,567
300,Driving,944,182
300,Driving,553,1154
300,Driving,768,938
300,Driving,820,153
300,Driving,613,722
300,Driving,566,1145
300,Walking,47,894
300,Walking,-29,676
300,Walking,41,567
300,Walking,638,750
300,Walking,818,1024
300,Walking,53,953
300,Walking,779,270
300,Walking,629,656
300,Walking,25,680
300,Walking,663,728
300,Walking,794,412
300,Walking,694,310
300,Walking,998,502
300,Walking,457,856
300,Walking,998,-1
300,Walking,186,467
300,Walking,46,279
300,Walking,470,831
300,Walking,569,350
300,Walking,590,146
300,Walking,945,526
300,Walking,585,1232
300,Walking,536,280
300,Walking,490,807
300,Walking,679,750
300,Walking,548,1231
300,Walking,919,117
300,Walking,755,349
300,Walking,51,373
300,Walking,631,1200
300,Walking,59,126
300,Walking,613,1217
300,Walking,-31,780
300,Walking,623,45
300,Walking,584,1208
300,Walking,54,246
300,Walking,591,275
300,Walking,20,264
300,Walking,-5,303
300,Walking,1029,93
300,Walking,-13,824
300,Walking,529,568
300,Walking,-37,599
300,Walking,-2,472
300,Walking,509,600
300,Walking,19,106
300,Walking,-35,639
300,Walking,1064,456
300,Walking,964,414
300,Walking,15,140
300,Walking,15,163
300,Walking,1047,196
301,Driving,678,750
301,Driving,503,1054
301,Driving,595,740
301,Driving,618,532
301,Driving,459,735
301,Driving,150,1131
301,Driving,454,530
301,Driving,920,471
301,Driving,129,835
301,Driving,538,842
301,Driving,489,563
301,Driving,822,153
301,Driving,465,342
301,Driving,765,12
301,Driving,518,1241
301,Driving,147,495
301,Driving,989,503
301,Driving,821,909
301,Driving,555,1152
301,Driving,778,1126
301,Driving,742,1145
301,Driving,494,673
301,Driving,37,1048
301,Driving,1047,810
301,Driving,517,1241
301,Driving,718,202
301,Driving,621,371
301,Driving,622,49
301,Driving,252,-161
301,Driving,967,511
301,Driving,687,570
301,Driving,494,673
301,Driving,490,564
301,Driving,464,338
301,Driving,944,182
301,Driving,583,1210
301,Driving,143,189
301,Driving,555,1152
301,Driving,772,937
301,Driving,555,1152
301,Driving,819,155
301,Walking,43,893
301,Walking,41,567
301,Walking,818,1024
301,Walking,-29,676
301,Walking,639,754
301,Walking,662,734
301,Walking,779,272
301,Walking,629,657
301,Walking,694,312
301,Walking,54,954
301,Walking,934,533
301,Walking,55,1029
301,Walking,998,501
301,Walking,793,411
301,Walking,25,680
301,Walking,678,749
301,Walking,998,-1
301,Walking,550,1234
301,Walking,457,856
301,Walking,470,832
301,Walking,591,149
301,Walking,187,469
301,Walking,44,277
301,Walking,568,348
301,Walking,536,283
301,Walking,755,348
301,Walking,632,1206
301,Walking,967,520
301,Walking,919,117
301,Walking,59,127
301,Walking,479,782
301,Walking,623,42
301,Walking,-14,822
301,Walking,21,266
301,Walking,-31,780
301,Walking,611,1218
301,Walking,52,999
301,Walking,44,381
301,Walking,591,280
301,Walking,-2,469
301,Walking,1029,102
301,Walking,53,246
301,Walking,54,1053
301,Walking,1064,456
301,Walking,-29,651
301,Walking,593,-61
301,Walking,19,106
301,Walking,17,166
301,Walking,15,140
301,Walking,666,1187
301,Walking,63,105
302,Driving,679,754
302,Driving,503,1056
302,Driving,594,739
302,Driving,620,535
302,Driving,459,737
302,Driving,152,1130
302,Driving,462,539
302,Driving,921,472
302,Driving,128,829
302,Driving,539,842
302,Driving,823,909
302,Driving,489,563
302,Driving,148,490
302,Driving,519,1239
302,Driving,465,345
302,Driving,822,152
302,Driving,557,1149
302,Driving,767,14
302,Driving,989,503
302,Driving,743,1145
302,Driving,778,1126
302,Driving,32,1008
302,Driving,494,675
302,Driving,1051,811
302,Driving,718,202
302,Driving,622,49
302,Driving,624,375
302,Driving,944,184
302,Driving,254,-171
302,Driving,144,184
302,Driving,967,510
302,Driving,465,340
302,Driving,494,675
302,Driving,489,564
302,Driving,685,575
302,Driving,673,112
302,Driving,557,1149
302,Driving,775,937
302,Driving,819,152
302,Driving,557,1149
302,Walking,44,894
302,Walking,818,1023
302,Walking,-29,676
302,Walking,640,755
302,Walking,662,734
302,Walking,42,569
302,Walking,628,658
302,Walking,779,274
302,Walking,695,314
302,Walking,21,680
302,Walking,933,535
302,Walking,999,501
302,Walking,187,469
302,Walking,58,953
302,Walking,792,411
302,Walking,457,857
302,Walking,568,351
302,Walking,46,279
302,Walking,998,-1
302,Walking,591,151
302,Walking,680,753
302,Walking,536,285
302,Walking,14,654
302,Walking,53,956
302,Walking,470,833
302,Walking,692,542
302,Walking,920,116
302,Walking,552,1237
302,Walking,479,788
302,Walking,50,377
302,Walking,58,128
302,Walking,-30,781
302,Walking,599,1225
302,Walking,968,520
302,Walking,632,1206
302,Walking,441,1306
302,Walking,618,6
302,Walking,755,352
302,Walking,-11,821
302,Walking,52,247
302,Walking,582,1213
302,Walking,604,1221
302,Walking,55,1053
302,Walking,1029,88
302,Walking,-3,470
302,Walking,29,277
302,Walking,595,-62
302,Walking,19,106
302,Walking,-31,645
302,Walking,593,288
302,Walking,15,140
302,Walking,17,166
302,Walking,964,414
303,Driving,687,575
303,Driving,56,1055
303,Driving,502,1057
303,Driving,594,739
303,Driving,621,536
303,Driving,459,737
303,Driving,154,1129
303,Driving,461,538
303,Driving,921,472
303,Driving,127,822
303,Driving,823,152
303,Driving,539,841
303,Driving,490,564
303,Driving,465,345
303,Driving,824,909
303,Driving,147,483
303,Driving,519,1237
303,Driving,989,504
303,Driving,559,1146
303,Driving,767,13
303,Driving,742,1145
303,Driving,778,1126
303,Driving,23,999
303,Driving,495,677
303,Driving,1056,810
303,Driving,718,202
303,Driving,622,46
303,Driving,626,378
303,Driving,944,182
303,Driving,519,1237
303,Driving,144,177
303,Driving,967,519
303,Driving,490,566
303,Driving,534,284
303,Driving,254,-176
303,Driving,688,574
303,Driving,1016,165
303,Driving,673,109
303,Driving,559,1146
303,Driving,778,935
303,Driving,559,1146
303,Driving,148,485
303,Driving,820,151
303,Walking,-29,676
303,Walking,641,758
303,Walking,662,737
303,Walking,818,1023
303,Walking,41,893
303,Walking,42,569
303,Walking,780,278
303,Walking,681,755
303,Walking,188,470
303,Walking,629,659
303,Walking,58,1032
303,Walking,22,671
303,Walking,695,314
303,Walking,998,501
303,Walking,19,681
303,Walking,791,414
303,Walking,58,959
303,Walking,931,537
303,Walking,998,-1
303,Walking,567,354
303,Walking,46,279
303,Walking,456,857
303,Walking,41,932
303,Walking,591,151
303,Walking,469,832
303,Walking,552,1238
303,Walking,920,118
303,Walking,694,540
303,Walking,441,1306
303,Walking,589,1230
303,Walking,57,128
303,Walking,-27,779
303,Walking,479,789
303,Walking,-12,821
303,Walking,752,334
303,Walking,631,1205
303,Walking,624,42
303,Walking,520,603
303,Walking,598,1224
303,Walking,51,248
303,Walking,41,380
303,Walking,-2,472
303,Walking,593,288
303,Walking,595,-52
303,Walking,18,106
303,Walking,583,1233
303,Walking,-39,632
303,Walking,21,266
303,Walking,68,116
303,Walking,65,67
304,Driving,55,1054
304,Driving,680,757
304,Driving,502,1058
304,Driving,622,539
304,Driving,594,737
304,Driving,460,740
304,Driving,156,1127
304,Driving,474,570
304,Driving,921,472
304,Driving,540,841
304,Driving,823,154
304,Driving,148,477
304,Driving,488,563
304,Driving,466,347
304,Driving,826,908
304,Driving,570,1139
304,Driving,126,817
304,Driving,989,503
304,Driving,520,1236
304,Driving,767,11
304,Driving,743,1145
304,Driving,778,1126
304,Driving,54,1029
304,Driving,494,676
304,Driving,1060,811
304,Driving,718,202
304,Driving,520,1236
304,Driving,621,43
304,Driving,629,378
304,Driving,945,183
304,Driving,966,521
304,Driving,488,563
304,Driving,255,-185
304,Driving,673,109
304,Driving,593,1227
304,Driving,690,573
304,Driving,1016,165
304,Driving,561,1143
304,Driving,781,934
304,Driving,561,1143
304,Driving,820,154
304,Driving,148,477
304,Walking,42,895
304,Walking,-29,676
304,Walking,662,737
304,Walking,819,1023
304,Walking,42,569
304,Walking,641,760
304,Walking,628,659
304,Walking,780,278
304,Walking,188,470
304,Walking,54,950
304,Walking,455,856
304,Walking,14,656
304,Walking,696,320
304,Walking,20,683
304,Walking,999,501
304,Walking,468,831
304,Walking,56,961
304,Walking,930,537
304,Walking,535,286
304,Walking,590,149
304,Walking,47,281
304,Walking,999,-2
304,Walking,791,418
304,Walking,567,354
304,Walking,553,1239
304,Walking,442,1305
304,Walking,921,118
304,Walking,695,541
304,Walking,753,349
304,Walking,482,800
304,Walking,-28,781
304,Walking,-11,823
304,Walking,55,126
304,Walking,623,39
304,Walking,648,1197
304,Walking,519,599
304,Walking,50,249
304,Walking,38,376
304,Walking,598,-51
304,Walking,1030,95
304,Walking,-38,634
304,Walking,20,264
304,Walking,667,1187
304,Walking,593,288
305,Driving,501,1059
305,Driving,594,737
305,Driving,460,737
305,Driving,622,538
305,Driving,160,1129
305,Driving,472,568
305,Driving,126,810
305,Driving,136,804
305,Driving,823,154
305,Driving,921,475
305,Driving,542,840
305,Driving,148,472
305,Driving,489,565
305,Driving,466,347
305,Driving,989,503
305,Driving,564,1141
305,Driving,46,1021
305,Driving,767,11
305,Driving,443,1304
305,Driving,595,373
305,Driving,743,1145
305,Driving,778,1126
305,Driving,1065,812
305,Driving,521,1233
305,Driving,719,202
305,Driving,632,381
305,Driving,622,43
305,Driving,945,183
305,Driving,967,522
305,Driving,690,575
305,Driving,255,-194
305,Driving,673,109
305,Driving,593,1227
305,Driving,494,678
305,Driving,489,563
305,Driving,514,1168
305,Driving,784,933
305,Driving,820,153
305,Driving,563,1141
305,Driving,148,472
305,Walking,41,896
305,Walking,-29,677
305,Walking,819,1021
305,Walking,44,573
305,Walking,628,658
305,Walking,643,762
305,Walking,664,744
305,Walking,780,278
305,Walking,470,836
305,Walking,696,324
305,Walking,187,471
305,Walking,681,758
305,Walking,22,684
305,Walking,57,955
305,Walking,927,539
305,Walking,454,855
305,Walking,590,149
305,Walking,789,415
305,Walking,1000,-2
305,Walking,535,286
305,Walking,48,284
305,Walking,999,500
305,Walking,567,356
305,Walking,13,654
305,Walking,921,118
305,Walking,753,349
305,Walking,696,544
305,Walking,648,1197
305,Walking,552,1239
305,Walking,55,961
305,Walking,-25,780
305,Walking,616,-11
305,Walking,480,798
305,Walking,581,1218
305,Walking,56,129
305,Walking,-14,820
305,Walking,596,-53
305,Walking,49,249
305,Walking,39,378
305,Walking,-17,624
305,Walking,21,266
305,Walking,-36,635
305,Walking,521,592
305,Walking,67,70
305,Walking,1029,102
305,Walking,667,1187
305,Walking,944,88
305,Walking,19,106
305,Walking,70,119
305,Walking,972,-41
306,Driving,631,371
306,Driving,501,1060
306,Driving,164,1130
306,Driving,624,541
306,Driving,459,737
306,Driving,594,737
306,Driving,471,565
306,Driving,823,154
306,Driving,149,466
306,Driving,543,840
306,Driving,445,1305
306,Driving,920,475
306,Driving,466,349
306,Driving,566,1138
306,Driving,127,805
306,Driving,490,566
306,Driving,989,503
306,Driving,768,10
306,Driving,47,1021
306,Driving,743,1145
306,Driving,778,1127
306,Driving,1070,811
306,Driving,635,385
306,Driving,522,1232
306,Driving,719,202
306,Driving,623,39
306,Driving,946,183
306,Driving,691,576
306,Driving,673,109
306,Driving,968,521
306,Driving,493,678
306,Driving,515,1166
306,Driving,787,932
306,Driving,565,1138
306,Driving,821,153
306,Walking,40,895
306,Walking,-29,676
306,Walking,644,765
306,Walking,819,1021
306,Walking,665,746
306,Walking,45,574
306,Walking,628,659
306,Walking,780,278
306,Walking,926,540
306,Walking,695,322
306,Walking,25,689
306,Walking,470,840
306,Walking,455,856
306,Walking,681,758
306,Walking,590,152
306,Walking,999,-2
306,Walking,553,1240
306,Walking,187,468
306,Walking,789,414
306,Walking,534,286
306,Walking,56,957
306,Walking,569,361
306,Walking,48,284
306,Walking,-21,783
306,Walking,999,501
306,Walking,54,962
306,Walking,921,118
306,Walking,12,655
306,Walking,648,1198
306,Walking,483,806
306,Walking,44,381
306,Walking,755,346
306,Walking,591,1228
306,Walking,623,33
306,Walking,596,-53
306,Walking,54,260
306,Walking,59,134
306,Walking,-16,818
306,Walking,0,475
306,Walking,-27,610
306,Walking,-34,638
306,Walking,524,593
306,Walking,972,-41
306,Walking,19,106
306,Walking,21,266
306,Walking,67,70
306,Walking,1031,87
307,Driving,637,379
307,Driving,500,1061
307,Driving,162,1126
307,Driving,625,543
307,Driving,462,743
307,Driving,594,737
307,Driving,468,563
307,Driving,823,154
307,Driving,544,839
307,Driving,447,1304
307,Driving,921,475
307,Driving,127,800
307,Driving,50,1024
307,Driving,492,572
307,Driving,149,459
307,Driving,466,351
307,Driving,568,1135
307,Driving,990,502
307,Driving,769,9
307,Driving,523,1230
307,Driving,206,-99
307,Driving,743,1145
307,Driving,778,1126
307,Driving,493,676
307,Driving,1074,812
307,Driving,638,387
307,Driving,719,202
307,Driving,946,183
307,Driving,622,34
307,Driving,522,1230
307,Driving,543,835
307,Driving,489,563
307,Driving,533,284
307,Driving,674,108
307,Driving,968,521
307,Driving,571,1133
307,Driving,790,931
307,Driving,567,1135
307,Driving,821,153
307,Driving,149,459
307,Walking,42,898
307,Walking,-29,676
307,Walking,925,540
307,Walking,819,1020
307,Walking,46,576
307,Walking,665,748
307,Walking,644,765
307,Walking,781,279
307,Walking,628,661
307,Walking,681,758
307,Walking,690,577
307,Walking,24,689
307,Walking,695,326
307,Walking,553,1241
307,Walking,471,842
307,Walking,188,470
307,Walking,591,154
307,Walking,788,412
307,Walking,-21,783
307,Walking,1000,-2
307,Walking,48,941
307,Walking,455,860
307,Walking,569,366
307,Walking,50,286
307,Walking,999,500
307,Walking,54,1063
307,Walking,45,377
307,Walking,623,33
307,Walking,10,654
307,Walking,703,552
307,Walking,49,964
307,Walking,921,118
307,Walking,55,259
307,Walking,647,1198
307,Walking,587,1230
307,Walking,597,-51
307,Walking,599,1224
307,Walking,-16,816
307,Walking,34,287
307,Walking,755,346
307,Walking,483,809
307,Walking,59,134
307,Walking,-31,641
307,Walking,519,598
307,Walking,66,71
307,Walking,1032,89
307,Walking,-36,601
307,Walking,973,-39
308,Driving,499,1062
308,Driving,161,1121
308,Driving,460,737
308,Driving,594,737
308,Driving,627,546
308,Driving,455,530
308,Driving,824,154
308,Driving,545,839
308,Driving,127,794
308,Driving,449,1304
308,Driving,490,568
308,Driving,921,475
308,Driving,148,454
308,Driving,136,787
308,Driving,524,1228
308,Driving,56,1030
308,Driving,569,1133
308,Driving,769,9
308,Driving,467,353
308,Driving,989,501
308,Driving,65,1063
308,Driving,57,956
308,Driving,492,677
308,Driving,743,1145
308,Driving,778,1126
308,Driving,1079,813
308,Driving,720,201
308,Driving,642,391
308,Driving,523,1228
308,Driving,946,182
308,Driving,622,31
308,Driving,490,566
308,Driving,967,522
308,Driving,674,108
308,Driving,1020,164
308,Driving,572,1131
308,Driving,793,931
308,Driving,569,1133
308,Driving,822,155
308,Driving,143,458
308,Walking,45,901
308,Walking,-29,676
308,Walking,644,765
308,Walking,819,1018
308,Walking,924,541
308,Walking,46,576
308,Walking,666,748
308,Walking,628,659
308,Walking,782,285
308,Walking,552,1242
308,Walking,680,759
308,Walking,23,687
308,Walking,458,865
308,Walking,696,330
308,Walking,789,414
308,Walking,691,577
308,Walking,590,152
308,Walking,188,470
308,Walking,473,846
308,Walking,-21,785
308,Walking,1000,-2
308,Walking,569,368
308,Walking,48,381
308,Walking,534,289
308,Walking,586,1229
308,Walking,1000,500
308,Walking,623,33
308,Walking,629,1208
308,Walking,49,286
308,Walking,705,554
308,Walking,10,656
308,Walking,51,252
308,Walking,36,289
308,Walking,922,117
308,Walking,597,-54
308,Walking,-35,634
308,Walking,-14,818
308,Walking,61,137
308,Walking,754,346
308,Walking,483,810
308,Walking,598,1225
308,Walking,66,71
308,Walking,593,288
308,Walking,70,123
308,Walking,973,45
309,Driving,498,1063
309,Driving,594,737
309,Driving,627,547
309,Driving,459,737
309,Driving,160,1118
309,Driving,459,537
309,Driving,824,154
309,Driving,921,473
309,Driving,546,838
309,Driving,448,1303
309,Driving,124,785
309,Driving,135,780
309,Driving,490,569
309,Driving,467,353
309,Driving,148,449
309,Driving,769,9
309,Driving,571,1130
309,Driving,525,1226
309,Driving,58,1031
309,Driving,990,500
309,Driving,493,680
309,Driving,590,374
309,Driving,743,1145
309,Driving,1082,814
309,Driving,720,201
309,Driving,644,395
309,Driving,621,25
309,Driving,946,182
309,Driving,544,834
309,Driving,490,567
309,Driving,525,1226
309,Driving,968,521
309,Driving,1021,164
309,Driving,674,108
309,Driving,571,1129
309,Driving,796,930
309,Driving,517,1160
309,Driving,823,154
309,Driving,142,453
309,Driving,460,739
309,Walking,48,903
309,Walking,-28,676
309,Walking,925,539
309,Walking,48,577
309,Walking,820,1018
309,Walking,629,661
309,Walking,782,291
309,Walking,666,750
309,Walking,788,412
309,Walking,458,867
309,Walking,680,759
309,Walking,644,765
309,Walking,696,332
309,Walking,48,941
309,Walking,48,962
309,Walking,692,578
309,Walking,584,1227
309,Walking,590,152
309,Walking,473,847
309,Walking,568,369
309,Walking,551,1242
309,Walking,25,689
309,Walking,-21,785
309,Walking,50,386
309,Walking,1000,-2
309,Walking,187,471
309,Walking,628,1208
309,Walking,533,289
309,Walking,1000,500
309,Walking,9,657
309,Walking,616,-21
309,Walking,751,347
309,Walking,482,811
309,Walking,56,261
309,Walking,49,286
309,Walking,-12,819
309,Walking,62,140
309,Walking,706,550
309,Walking,36,289
309,Walking,597,-54
309,Walking,922,117
309,Walking,594,290
309,Walking,-33,637
309,Walking,66,71
309,Walking,70,123
310,Driving,157,1113
310,Driving,498,1063
310,Driving,595,738
310,Driving,629,550
310,Driving,460,740
310,Driving,456,533
310,Driving,124,780
310,Driving,824,153
310,Driving,450,1304
310,Driving,922,472
310,Driving,91,765
310,Driving,546,837
310,Driving,493,577
310,Driving,574,1128
310,Driving,149,443
310,Driving,526,1224
310,Driving,769,9
310,Driving,467,355
310,Driving,57,1031
310,Driving,990,499
310,Driving,494,684
310,Driving,590,374
310,Driving,1084,816
310,Driving,720,201
310,Driving,647,397
310,Driving,622,25
310,Driving,947,182
310,Driving,968,521
310,Driving,1020,164
310,Driving,495,580
310,Driving,675,108
310,Driving,573,1127
310,Driving,614,722
310,Driving,800,928
310,Driving,823,154
310,Driving,574,1128
310,Driving,141,448
310,Driving,614,722
310,Walking,-28,676
310,Walking,49,905
310,Walking,48,580
310,Walking,922,539
310,Walking,820,1017
310,Walking,782,285
310,Walking,629,661
310,Walking,645,764
310,Walking,787,411
310,Walking,666,750
310,Walking,681,760
310,Walking,460,872
310,Walking,694,575
310,Walking,696,334
310,Walking,473,848
310,Walking,48,941
310,Walking,48,962
310,Walking,567,371
310,Walking,188,470
310,Walking,-20,784
310,Walking,50,386
310,Walking,25,689
310,Walking,589,152
310,Walking,533,289
310,Walking,583,1226
310,Walking,750,345
310,Walking,1000,-3
310,Walking,551,1242
310,Walking,1000,500
310,Walking,616,-24
310,Walking,708,555
310,Walking,-15,816
310,Walking,481,814
310,Walking,624,316
310,Walking,58,263
310,Walking,626,1209
310,Walking,62,140
310,Walking,49,289
310,Walking,37,292
310,Walking,922,117
310,Walking,598,-51
310,Walking,593,288
310,Walking,68,124
310,Walking,588,1223
310,Walking,667,1187
310,Walking,14,44
310,Walking,973,-42
310,Walking,595,1226
310,Walking,66,71
310,Walking,-34,634
311,Driving,680,760
311,Driving,156,1109
311,Driving,496,1063
311,Driving,595,737
311,Driving,461,741
311,Driving,629,549
311,Driving,456,531
311,Driving,125,774
311,Driving,451,1304
311,Driving,91,759
311,Driving,824,153
311,Driving,923,472
311,Driving,547,836
311,Driving,492,575
311,Driving,150,440
311,Driving,467,356
311,Driving,769,9
311,Driving,527,1222
311,Driving,1087,815
311,Driving,576,1125
311,Driving,75,1059
311,Driving,44,1019
311,Driving,990,504
311,Driving,1085,818
311,Driving,717,203
311,Driving,651,401
311,Driving,527,1222
311,Driving,947,182
311,Driving,622,22
311,Driving,532,288
311,Driving,969,521
311,Driving,492,571
311,Driving,214,-136
311,Driving,1020,164
311,Driving,546,833
311,Driving,675,107
311,Driving,576,1124
311,Driving,467,977
311,Driving,803,927
311,Driving,823,154
311,Driving,140,444
311,Driving,575,1125
311,Driving,614,721
311,Driving,467,977
311,Walking,-28,675
311,Walking,50,906
311,Walking,49,581
311,Walking,820,1017
311,Walking,629,662
311,Walking,781,279
311,Walking,923,537
311,Walking,545,1245
311,Walking,665,748
311,Walking,460,873
311,Walking,474,850
311,Walking,696,335
311,Walking,50,943
311,Walking,-19,784
311,Walking,567,369
311,Walking,787,409
311,Walking,644,765
311,Walking,590,154
311,Walking,51,388
311,Walking,22,690
311,Walking,750,343
311,Walking,481,814
311,Walking,625,1210
311,Walking,1001,0
311,Walking,492,681
311,Walking,1000,499
311,Walking,49,963
311,Walking,577,1226
311,Walking,587,1222
311,Walking,616,-27
311,Walking,591,376
311,Walking,696,576
311,Walking,625,323
311,Walking,708,550
311,Walking,58,263
311,Walking,49,290
311,Walking,-12,817
311,Walking,62,140
311,Walking,38,294
311,Walking,923,117
311,Walking,598,-51
311,Walking,593,1227
311,Walking,667,1187
311,Walking,471,755
311,Walking,69,123
311,Walking,974,-43
311,Walking,498,674
311,Walking,592,288
311,Walking,-1,313
311,Walking,31,73
312,Driving,680,760
312,Driving,154,1104
312,Driving,496,1064
312,Driving,595,738
312,Driving,462,742
312,Driving,631,555
312,Driving,455,529
312,Driving,453,1303
312,Driving,825,153
312,Driving,125,769
312,Driving,924,472
312,Driving,528,1222
312,Driving,493,577
312,Driving,91,754
312,Driving,548,837
312,Driving,578,1122
312,Driving,149,432
312,Driving,467,356
312,Driving,40,1015
312,Driving,769,9
312,Driving,1089,819
312,Driving,72,1061
312,Driving,990,502
312,Driving,778,1126
312,Driving,54,958
312,Driving,744,1145
312,Driving,496,692
312,Driving,654,403
312,Driving,719,202
312,Driving,1088,819
312,Driving,528,1221
312,Driving,947,182
312,Driving,545,1245
312,Driving,622,19
312,Driving,968,523
312,Driving,494,578
312,Driving,1020,164
312,Driving,214,-145
312,Driving,675,107
312,Driving,700,574
312,Driving,466,977
312,Driving,577,1121
312,Driving,806,926
312,Driving,823,154
312,Driving,138,437
312,Driving,577,1122
312,Driving,778,1126
312,Walking,-28,675
312,Walking,50,906
312,Walking,820,1017
312,Walking,630,663
312,Walking,921,536
312,Walking,48,580
312,Walking,666,752
312,Walking,782,285
312,Walking,459,875
312,Walking,787,407
312,Walking,-19,784
312,Walking,51,388
312,Walking,188,470
312,Walking,696,334
312,Walking,590,157
312,Walking,567,372
312,Walking,532,290
312,Walking,474,851
312,Walking,645,765
312,Walking,481,814
312,Walking,1001,0
312,Walking,25,691
312,Walking,581,1225
312,Walking,709,547
312,Walking,1001,500
312,Walking,591,378
312,Walking,59,266
312,Walking,48,290
312,Walking,-12,817
312,Walking,623,1211
312,Walking,62,140
312,Walking,616,-31
312,Walking,588,1221
312,Walking,922,117
312,Walking,38,294
312,Walking,625,327
312,Walking,598,-51
312,Walking,749,341
312,Walking,974,-45
312,Walking,667,1187
312,Walking,470,756
312,Walking,66,121
312,Walking,-30,640
312,Walking,18,49
312,Walking,592,1228
312,Walking,15,105
312,Walking,0,316
313,Driving,152,1099
313,Driving,495,1066
313,Driving,463,744
313,Driving,595,738
313,Driving,631,555
313,Driving,456,531
313,Driving,454,1302
313,Driving,825,153
313,Driving,124,764
313,Driving,922,474
313,Driving,91,748
313,Driving,549,836
313,Driving,149,425
313,Driving,492,575
313,Driving,530,1221
313,Driving,467,358
313,Driving,580,1119
313,Driving,51,1024
313,Driving,770,9
313,Driving,56,959
313,Driving,222,1216
313,Driving,990,504
313,Driving,1092,819
313,Driving,495,691
313,Driving,744,1145
313,Driving,778,1126
313,Driving,42,1044
313,Driving,719,202
313,Driving,1089,822
313,Driving,657,405
313,Driving,947,182
313,Driving,530,1220
313,Driving,622,15
313,Driving,493,577
313,Driving,968,523
313,Driving,1022,163
313,Driving,1000,493
313,Driving,701,574
313,Driving,542,1246
313,Driving,465,978
313,Driving,580,1118
313,Driving,809,925
313,Driving,822,155
313,Driving,580,1119
313,Walking,-27,675
313,Walking,50,906
313,Walking,820,1017
313,Walking,631,667
313,Walking,922,533
313,Walking,50,581
313,Walking,783,293
313,Walking,459,875
313,Walking,645,765
313,Walking,51,391
313,Walking,696,335
313,Walking,533,295
313,Walking,680,759
313,Walking,591,162
313,Walking,568,376
313,Walking,187,471
313,Walking,-18,783
313,Walking,666,752
313,Walking,480,815
313,Walking,786,403
313,Walking,474,851
313,Walking,710,551
313,Walking,1001,-1
313,Walking,24,691
313,Walking,57,264
313,Walking,63,143
313,Walking,48,290
313,Walking,622,1211
313,Walking,752,333
313,Walking,590,378
313,Walking,598,-51
313,Walking,572,1223
313,Walking,922,117
313,Walking,520,546
313,Walking,616,-31
313,Walking,38,294
313,Walking,587,1220
313,Walking,63,69
313,Walking,470,758
313,Walking,974,-43
313,Walking,623,319
313,Walking,667,1186
313,Walking,19,24
313,Walking,71,130
313,Walking,30,70
313,Walking,-7,818
313,Walking,17,107
313,Walking,79,-29
314,Driving,149,1093
314,Driving,496,1069
314,Driving,465,746
314,Driving,595,738
314,Driving,633,559
314,Driving,477,577
314,Driving,455,1301
314,Driving,825,153
314,Driving,124,757
314,Driving,134,750
314,Driving,922,474
314,Driving,149,419
314,Driving,530,1218
314,Driving,467,358
314,Driving,551,835
314,Driving,44,1015
314,Driving,491,574
314,Driving,582,1117
314,Driving,222,1213
314,Driving,769,9
314,Driving,540,1248
314,Driving,1094,820
314,Driving,42,1043
314,Driving,743,1145
314,Driving,58,959
314,Driving,778,1126
314,Driving,591,380
314,Driving,495,691
314,Driving,218,-157
314,Driving,990,501
314,Driving,161,-132
314,Driving,660,409
314,Driving,720,201
314,Driving,948,181
314,Driving,530,1218
314,Driving,1094,820
314,Driving,704,570
314,Driving,623,11
314,Driving,968,520
314,Driving,493,576
314,Driving,1000,492
314,Driving,1022,163
314,Driving,464,978
314,Driving,812,924
314,Driving,822,155
314,Driving,582,1117
314,Driving,778,1126
314,Walking,-27,675
314,Walking,820,1017
314,Walking,632,672
314,Walking,48,904
314,Walking,48,582
314,Walking,787,327
314,Walking,52,393
314,Walking,534,301
314,Walking,568,377
314,Walking,695,335
314,Walking,666,753
314,Walking,680,760
314,Walking,592,167
314,Walking,187,471
314,Walking,-18,783
314,Walking,470,854
314,Walking,645,766
314,Walking,25,693
314,Walking,1001,-1
314,Walking,785,396
314,Walking,459,876
314,Walking,479,815
314,Walking,48,291
314,Walking,58,263
314,Walking,571,1224
314,Walking,589,1220
314,Walking,63,143
314,Walking,748,330
314,Walking,-11,815
314,Walking,599,-48
314,Walking,616,-37
314,Walking,923,117
314,Walking,621,1212
314,Walking,36,292
314,Walking,621,313
314,Walking,975,58
314,Walking,-30,640
314,Walking,594,290
314,Walking,520,543
314,Walking,470,760
315,Driving,680,764
315,Driving,622,320
315,Driving,497,1073
315,Driving,147,1088
315,Driving,466,750
315,Driving,594,737
315,Driving,634,559
315,Driving,456,529
315,Driving,825,155
315,Driving,456,1300
315,Driving,124,753
315,Driving,551,835
315,Driving,532,1216
315,Driving,92,738
315,Driving,923,473
315,Driving,148,411
315,Driving,769,9
315,Driving,223,1212
315,Driving,467,358
315,Driving,585,1114
315,Driving,491,572
315,Driving,1094,817
315,Driving,44,1018
315,Driving,778,1126
315,Driving,743,1145
315,Driving,989,501
315,Driving,664,411
315,Driving,719,202
315,Driving,948,181
315,Driving,707,569
315,Driving,622,9
315,Driving,968,521
315,Driving,490,571
315,Driving,1000,493
315,Driving,1028,159
315,Driving,464,978
315,Driving,815,923
315,Driving,822,155
315,Driving,584,1114
315,Driving,778,1126
315,Walking,-27,675
315,Walking,47,905
315,Walking,632,673
315,Walking,820,1018
315,Walking,666,754
